?fade;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60
625;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1
626;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1
627;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1
628;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0
629;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0
630;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1
631;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1
632;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
633;1;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1
634;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0
635;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1;0;1;0;1;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1
636;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1
637;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1
638;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0
639;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0
640;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1
641;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1
642;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0
643;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
644;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0
645;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0
646;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0
647;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0
648;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1
649;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
650;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;0;1
651;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1
652;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0
653;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
